LI-8200,LI-8200,,LI-8200,CHAMBER,LI-870,LI-870,CHAMBER,CHAMBER,LI-8200
31.548240,99.380000,24058.950000,2024/01/31 13:09:28,0.333100,0.602330,0.602330,18.486550,16.810000,OC5_2
31.549760,99.390000,22622.220000,2024/01/31 13:11:39,0.282400,1.064540,1.154510,18.213090,17.070000,17
31.550740,99.400000,22622.220000,2024/01/31 13:13:04,0.288950,1.022160,1.119270,17.733530,17.430000,17
31.551740,99.390000,22622.220000,2024/01/31 13:14:30,0.290330,1.034390,1.130070,17.310400,17.700000,17
31.553360,99.420000,22343.450000,2024/01/31 13:16:50,0.166580,0.800700,0.812970,17.801110,17.783330,16
31.554350,99.380000,22343.450000,2024/01/31 13:18:16,0.269100,0.751680,0.769050,17.860680,17.730000,16
31.555350,99.380000,22343.450000,2024/01/31 13:19:42,0.268570,0.745060,0.745060,17.913670,17.500000,16
31.557010,99.380000,23479.970000,2024/01/31 13:22:06,0.182700,0.541060,0.541060,17.404480,17.230000,10
31.558020,99.370000,23479.970000,2024/01/31 13:23:33,0.265130,0.545900,0.545900,17.808070,16.786670,10
31.559020,99.380000,23479.970000,2024/01/31 13:24:59,0.266000,0.542850,0.598860,17.942730,16.473330,10
31.561080,99.370000,23908.840000,2024/01/31 13:27:57,0.343270,0.628310,0.661950,18.308130,16.253330,11
31.562070,99.380000,23908.840000,2024/01/31 13:29:23,0.347970,0.590750,0.633290,17.790220,16.493330,11
31.563060,99.370000,23908.840000,2024/01/31 13:30:48,0.349000,0.613660,0.689180,18.118660,16.576670,11
31.564650,99.380000,23694.400000,2024/01/31 13:33:06,0.265820,0.624470,0.713760,17.313380,16.768330,12
31.565640,99.370000,23694.400000,2024/01/31 13:34:31,0.390000,0.563180,0.563180,17.430830,17.020000,12
31.566620,99.370000,23694.400000,2024/01/31 13:35:56,0.390000,0.569310,0.569310,17.126550,17.200000,12
31.568110,99.390000,23694.400000,2024/01/31 13:38:05,0.206670,0.545880,0.630390,17.921640,17.300000,15
31.569110,99.350000,23694.400000,2024/01/31 13:39:31,0.315300,0.522530,0.551920,19.145020,17.520000,15
31.570100,99.350000,23694.400000,2024/01/31 13:40:57,0.318000,0.504880,0.516240,19.749950,17.700000,15
31.572780,99.340000,20263.410000,2024/01/31 13:44:48,0.348150,1.217030,1.317500,19.802600,17.815000,3
31.573770,99.350000,20263.410000,2024/01/31 13:46:14,0.350000,1.197000,1.197000,20.361720,18.163330,3
31.574770,99.380000,20263.410000,2024/01/31 13:47:40,0.350750,1.249900,1.366350,20.063330,18.450000,3
31.576810,99.350000,24702.260000,2024/01/31 13:50:36,0.364370,0.563480,0.563480,18.605700,18.600000,2
31.577790,99.350000,24702.260000,2024/01/31 13:52:01,0.366000,0.521190,0.585070,19.204820,18.600000,2
31.578780,99.340000,24702.260000,2024/01/31 13:53:27,0.366030,0.506480,0.531030,19.232270,18.800000,2
31.580360,99.340000,21056.830000,2024/01/31 13:55:43,0.303500,0.571430,0.571430,19.492670,18.960000,1
31.581340,99.320000,21056.830000,2024/01/31 13:57:08,0.307000,0.595940,0.746660,19.236060,19.243330,1
31.582340,99.320000,21056.830000,2024/01/31 13:58:34,0.309000,0.508310,0.508310,18.937180,19.300000,1
31.593680,99.320000,24702.260000,2024/01/31 14:14:54,0.320450,1.128670,1.128670,18.519220,20.093330,13
31.594660,99.320000,24702.260000,2024/01/31 14:16:19,0.322900,1.052370,1.052370,19.337350,20.480000,13
31.595650,99.320000,24702.260000,2024/01/31 14:17:44,0.323950,1.061720,1.061720,19.520080,20.700000,13
31.597300,99.330000,23694.400000,2024/01/31 14:20:07,0.189000,0.339490,0.512180,17.827390,20.420000,14
31.598290,99.340000,23694.400000,2024/01/31 14:21:32,0.275230,0.326330,0.336040,17.410690,20.276670,14
31.599270,99.330000,23694.400000,2024/01/31 14:22:57,0.277000,0.318540,0.462650,17.611600,19.991800,14
31.600890,99.330000,24058.950000,2024/01/31 14:25:17,0.291200,0.823650,0.954100,18.801930,19.526670,24
31.601880,99.320000,24058.950000,2024/01/31 14:26:42,0.337280,0.816800,0.816800,19.157290,19.243330,24
31.602860,99.330000,24058.950000,2024/01/31 14:28:07,0.337280,0.803360,0.808170,19.098380,19.100000,24
31.604530,99.320000,24981.030000,2024/01/31 14:30:31,0.082250,0.840370,0.846550,20.248660,4.745000,25
31.605510,99.320000,24981.030000,2024/01/31 14:31:56,0.314530,0.787560,0.836200,21.521560,19.100000,25
31.606500,99.330000,24981.030000,2024/01/31 14:33:22,0.316900,0.755440,0.755440,21.613740,19.290000,25
31.608080,99.330000,21056.830000,2024/01/31 14:35:38,0.361870,0.957190,0.957190,20.162020,19.256670,OC3
31.609070,99.330000,21056.830000,2024/01/31 14:37:04,0.365650,1.139610,1.139610,20.531520,18.970000,OC3
31.610060,99.330000,21056.830000,2024/01/31 14:38:29,0.367000,0.977090,1.056440,19.632010,18.893330,OC3
31.613960,99.310000,24830.920000,2024/01/31 14:44:06,0.198850,0.711960,0.784310,18.968310,18.463330,7
31.614950,99.300000,24830.920000,2024/01/31 14:45:32,0.295120,0.728530,0.901080,19.878170,18.623330,7
31.615940,99.300000,24830.920000,2024/01/31 14:46:57,0.296530,0.728700,0.765330,19.779020,18.800000,7
31.617520,99.300000,22557.890000,2024/01/31 14:49:14,0.302980,0.851600,0.851600,18.474950,18.900000,6
31.618510,99.310000,22557.890000,2024/01/31 14:50:39,0.371230,0.769700,0.802080,18.854100,18.946670,6
31.619490,99.320000,22557.890000,2024/01/31 14:52:04,0.372000,0.811080,0.921910,18.763860,19.100000,6
31.620970,99.310000,20842.390000,2024/01/31 14:54:12,0.239700,0.774570,0.774570,19.133760,19.413330,8
31.621970,99.320000,20842.390000,2024/01/31 14:55:38,0.308220,0.753540,0.753540,19.765630,19.943330,8
31.622950,99.320000,20842.390000,2024/01/31 14:57:03,0.308370,0.738230,0.801210,19.504350,20.100000,8
31.624430,99.310000,23758.730000,2024/01/31 14:59:11,0.177100,0.741800,0.809390,18.901430,20.146670,9
31.625430,99.320000,23758.730000,2024/01/31 15:00:37,0.233600,0.732350,0.833970,18.746880,19.820000,9
31.626420,99.320000,23758.730000,2024/01/31 15:02:03,0.237900,0.770600,0.830460,18.843680,19.373330,9
31.628000,99.310000,19126.890000,2024/01/31 15:04:19,0.083650,1.375590,1.421830,20.240770,6.685000,OC2
31.628980,99.310000,19126.890000,2024/01/31 15:05:44,0.245980,1.271240,1.271240,20.067040,19.100000,OC2
31.629990,99.310000,19126.890000,2024/01/31 15:07:11,0.244930,1.278930,1.278930,20.014880,19.253330,OC2
31.632400,99.320000,20971.050000,2024/01/31 15:10:39,0.334700,0.851490,1.074910,17.620830,19.253330,5
31.633390,99.310000,20971.050000,2024/01/31 15:12:05,0.337000,0.897980,0.943260,18.132450,18.900000,5
31.634390,99.310000,20971.050000,2024/01/31 15:13:31,0.336900,0.903360,0.903360,17.959370,18.580000,5
31.635800,99.310000,19684.430000,2024/01/31 15:15:33,0.302600,0.374290,0.400770,18.278550,18.155000,OC1
31.636790,99.300000,19684.430000,2024/01/31 15:16:59,0.307130,0.381660,0.389450,18.891590,17.786670,OC1
31.637790,99.300000,19684.430000,2024/01/31 15:18:25,0.308000,0.392300,0.392300,19.117230,17.500000,OC1
31.639910,99.300000,23844.510000,2024/01/31 15:21:28,0.371050,0.550300,0.550300,18.239500,17.500000,4
31.640890,99.320000,23844.510000,2024/01/31 15:22:53,0.372470,0.514820,0.609960,19.024630,17.500000,4
31.641890,99.310000,23844.510000,2024/01/31 15:24:19,0.373920,0.552450,0.586420,18.721090,17.316670,4
