LI-8200,LI-8200,,LI-8200,CHAMBER,LI-870,LI-870,CHAMBER,CHAMBER,LI-8200
30.543220,99.380000,24123.280000,2024/01/30 13:02:14,0.205000,0.527380,0.527380,18.402680,18.853330,10
30.544200,99.370000,24123.280000,2024/01/30 13:03:39,0.246770,0.503600,0.603290,18.600040,18.446670,10
30.545200,99.360000,24123.280000,2024/01/30 13:05:05,0.247270,0.478080,0.668520,18.626260,18.105000,10
30.547080,99.360000,23844.510000,2024/01/30 13:07:48,0.291170,0.607010,0.607010,17.929370,17.693330,11
30.548070,99.360000,23844.510000,2024/01/30 13:09:13,0.296000,0.576730,0.688010,17.968880,17.500000,11
30.549050,99.360000,23844.510000,2024/01/30 13:10:38,0.297770,0.578530,0.609120,18.089590,17.323330,11
30.550730,99.380000,23973.170000,2024/01/30 13:13:03,0.376570,0.730170,0.730170,17.494540,17.285000,12
30.551720,99.350000,23973.170000,2024/01/30 13:14:29,0.378720,0.629630,0.629630,17.245890,17.643330,12
30.552710,99.340000,23973.170000,2024/01/30 13:15:54,0.379000,0.607790,0.607790,17.083410,18.026670,12
30.554610,99.360000,20756.620000,2024/01/30 13:18:38,0.222000,1.134230,1.134230,18.230230,18.376670,3
30.555600,99.340000,20756.620000,2024/01/30 13:20:04,0.220900,1.152120,1.331090,18.795100,18.890000,3
30.556600,99.330000,20756.620000,2024/01/30 13:21:30,0.223730,1.044700,1.044700,18.848520,19.393330,3
30.558060,99.320000,25345.570000,2024/01/30 13:23:36,0.339000,0.524720,0.605280,17.828550,19.533330,2
30.559050,99.340000,25345.570000,2024/01/30 13:25:02,0.363270,0.478980,0.568440,18.267920,19.020000,2
30.560030,99.340000,25345.570000,2024/01/30 13:26:27,0.364680,0.482120,0.482120,18.513930,18.526670,2
30.561550,99.300000,21335.600000,2024/01/30 13:28:38,0.355470,0.812450,0.812450,17.958060,18.200000,1
30.562530,99.290000,21335.600000,2024/01/30 13:30:03,0.356000,0.744270,0.744270,18.247210,18.456670,1
30.563520,99.290000,21335.600000,2024/01/30 13:31:28,0.356720,0.851640,0.860880,18.292680,18.600000,1
30.565140,99.260000,25624.340000,2024/01/30 13:33:48,0.293170,1.395520,1.395520,18.655290,18.610000,13
30.566120,99.250000,25624.340000,2024/01/30 13:35:13,0.299870,1.240450,1.240450,18.669340,18.900000,13
30.567120,99.260000,25624.340000,2024/01/30 13:36:39,0.301120,1.283550,1.283550,18.144690,18.811670,13
30.568890,99.260000,23758.730000,2024/01/30 13:39:12,0.285900,0.310250,0.354630,18.007980,18.600000,14
30.569870,99.240000,23758.730000,2024/01/30 13:40:37,0.291850,0.299960,0.309180,17.707980,18.430000,14
30.570860,99.240000,23758.730000,2024/01/30 13:42:02,0.294720,0.279750,0.333490,17.518830,18.543330,14
30.572730,99.240000,22686.550000,2024/01/30 13:44:44,0.247470,0.484790,0.484790,18.689580,18.206670,15
30.573720,99.230000,22686.550000,2024/01/30 13:46:09,0.261770,0.458280,0.461380,19.536590,18.200000,15
30.574710,99.230000,22686.550000,2024/01/30 13:47:35,0.262180,0.483430,0.483430,19.717180,18.036670,15
30.576790,99.240000,24273.380000,2024/01/30 13:50:35,0.234380,0.799860,0.799860,19.241900,17.700000,24
30.577780,99.240000,24273.380000,2024/01/30 13:52:00,0.291230,0.786660,0.786660,19.282090,17.746670,24
30.578770,99.230000,24273.380000,2024/01/30 13:53:26,0.292670,0.791860,0.839740,18.921760,17.900000,24
30.580450,99.240000,25688.670000,2024/01/30 13:55:51,0.358000,0.828650,0.888760,20.775340,18.250000,25
30.581440,99.240000,25688.670000,2024/01/30 13:57:16,0.358000,0.771060,0.771060,20.992670,18.850000,25
30.582420,99.250000,25688.670000,2024/01/30 13:58:41,0.358000,0.824980,0.839440,21.069730,19.273330,25
30.584070,99.280000,20756.620000,2024/01/30 14:01:04,0.332500,0.917380,0.917380,19.367850,19.760000,OC3
30.585060,99.280000,20756.620000,2024/01/30 14:02:29,0.337470,0.928110,0.928110,19.503760,20.193330,OC3
30.586050,99.280000,20756.620000,2024/01/30 14:03:55,0.339000,0.866300,0.912890,18.807190,20.330000,OC3
30.589200,99.250000,23630.070000,2024/01/30 14:08:27,0.347700,0.564070,0.564070,19.635410,19.560000,OC5
30.590200,99.240000,23630.070000,2024/01/30 14:09:53,0.348000,0.618820,0.618820,19.793430,19.300000,OC5
30.591180,99.240000,23630.070000,2024/01/30 14:11:18,0.348550,0.657140,0.703240,19.913730,19.190000,OC5
30.592730,99.250000,22472.110000,2024/01/30 14:13:32,0.268680,0.867180,0.909350,19.017480,19.100000,23
30.593730,99.240000,22472.110000,2024/01/30 14:14:58,0.341200,0.798550,0.837520,19.047560,19.100000,23
30.594710,99.230000,22472.110000,2024/01/30 14:16:23,0.342000,0.783340,0.843420,18.805570,19.100000,23
30.596410,99.230000,22836.660000,2024/01/30 14:18:50,0.341200,0.892540,0.949280,19.884300,19.100000,OC4
30.597410,99.230000,22836.660000,2024/01/30 14:20:16,0.344520,0.881880,0.944690,19.918900,18.996670,OC4
30.598400,99.230000,22836.660000,2024/01/30 14:21:42,0.345000,0.943600,1.106160,19.637780,18.900000,OC4
30.600160,99.220000,21914.580000,2024/01/30 14:24:14,0.306400,0.812350,0.923380,18.759850,18.613330,22
30.601160,99.220000,21914.580000,2024/01/30 14:25:40,0.308000,0.790950,0.898300,18.558200,18.220000,22
30.602140,99.220000,21914.580000,2024/01/30 14:27:05,0.309670,0.851960,0.968280,18.556930,17.966670,22
30.603750,99.220000,22043.240000,2024/01/30 14:29:24,0.238130,1.266740,1.266740,17.817480,17.773330,21
30.604730,99.210000,22043.240000,2024/01/30 14:30:49,0.377000,1.273440,1.273440,18.080580,17.686670,21
30.605730,99.210000,22043.240000,2024/01/30 14:32:15,0.376520,1.276780,1.276780,18.136490,17.500000,21
30.607360,99.240000,21399.930000,2024/01/30 14:34:36,0.298330,0.816990,0.816990,17.860790,17.466670,20
30.608340,99.250000,21399.930000,2024/01/30 14:36:01,0.357000,0.792100,0.792100,17.590780,17.500000,20
30.609330,99.230000,21399.930000,2024/01/30 14:37:26,0.357000,0.744070,0.744070,17.368960,17.366670,20
30.611170,99.210000,25838.770000,2024/01/30 14:40:05,0.280950,0.558520,0.571650,18.211970,17.231670,19
30.612160,99.210000,25838.770000,2024/01/30 14:41:31,0.285250,0.630210,0.734310,18.850370,17.300000,19
30.613150,99.210000,25838.770000,2024/01/30 14:42:56,0.285330,0.613460,0.613460,19.074260,17.300000,19
30.615060,99.190000,21828.800000,2024/01/30 14:45:41,0.346500,1.166370,1.166370,18.854790,17.483330,18
30.616050,99.220000,21828.800000,2024/01/30 14:47:07,0.378350,1.103020,1.103020,18.792550,17.770000,18
30.617040,99.180000,21828.800000,2024/01/30 14:48:32,0.379000,1.175880,1.175880,18.585670,17.900000,18
30.618830,99.200000,23544.300000,2024/01/30 14:51:07,0.284100,1.102240,1.229700,18.693630,17.900000,17
30.619830,99.200000,23544.300000,2024/01/30 14:52:33,0.285220,1.043170,1.211870,18.412750,17.900000,17
30.620810,99.200000,23544.300000,2024/01/30 14:53:58,0.285400,1.033180,1.088690,18.412060,17.700000,17
30.622430,99.190000,22193.340000,2024/01/30 14:56:18,0.155650,0.779900,0.790230,19.182280,17.610000,16
30.623430,99.190000,22193.340000,2024/01/30 14:57:44,0.285900,0.731530,0.748040,19.682710,17.990000,16
30.624420,99.210000,22193.340000,2024/01/30 14:59:10,0.288670,0.790020,0.796980,19.304720,18.283330,16
