LI-8200,LI-8200,,LI-8200,CHAMBER,LI-870,LI-870,CHAMBER,CHAMBER,LI-8200
36.533850,98.400000,23694.400000,2024/02/05 12:48:45,0.355070,0.610010,0.614780,17.880690,14.603330,OC5
36.534840,98.400000,23694.400000,2024/02/05 12:50:10,0.356550,0.618270,0.692480,17.577650,14.700000,OC5
36.535830,98.400000,23694.400000,2024/02/05 12:51:36,0.356000,0.612010,0.612010,17.558310,14.876670,OC5
36.537970,98.390000,22343.450000,2024/02/05 12:54:41,0.353800,0.635260,0.654180,16.772360,15.483330,23
36.538970,98.390000,22343.450000,2024/02/05 12:56:07,0.367000,0.606660,0.663120,17.124510,15.820000,23
36.539950,98.370000,22343.450000,2024/02/05 12:57:32,0.367000,0.620750,0.709440,16.756060,16.163330,23
36.541610,98.380000,22472.110000,2024/02/05 12:59:55,0.382180,0.816030,0.993840,17.002040,16.336670,OC4
36.542590,98.370000,22472.110000,2024/02/05 13:01:20,0.383000,0.798580,0.884840,17.812190,16.500000,OC4
36.543580,98.390000,22472.110000,2024/02/05 13:02:45,0.383000,0.816690,0.852370,17.157790,16.506670,OC4
36.545870,98.380000,21764.470000,2024/02/05 13:06:03,0.432950,0.819330,0.992910,15.721130,16.363330,22
36.546850,98.370000,21764.470000,2024/02/05 13:07:28,0.435000,0.876680,0.876680,15.782010,16.500000,22
36.547850,98.370000,21764.470000,2024/02/05 13:08:54,0.435000,0.811140,0.822500,15.703920,16.500000,22
36.549970,98.380000,21335.600000,2024/02/05 13:11:57,0.365220,1.069740,1.069740,15.121870,15.956670,21
36.550960,98.380000,21335.600000,2024/02/05 13:13:23,0.366000,1.058170,1.058170,15.388890,15.733330,21
36.551960,98.380000,21335.600000,2024/02/05 13:14:49,0.366000,1.092550,1.092550,15.256420,15.683330,21
36.554320,98.360000,21764.470000,2024/02/05 13:18:13,0.383000,0.611120,0.611120,15.609820,15.400000,20
36.555300,98.360000,21764.470000,2024/02/05 13:19:38,0.384000,0.652570,0.750270,15.480350,15.400000,20
36.556300,98.360000,21764.470000,2024/02/05 13:21:04,0.384000,0.637950,0.829150,14.967080,14.965000,20
36.557930,98.370000,25195.460000,2024/02/05 13:23:25,0.240530,0.770330,0.836140,15.648420,14.836670,19
36.558910,98.370000,25195.460000,2024/02/05 13:24:50,0.353120,0.735180,0.735180,15.746730,14.900000,19
36.559910,98.360000,25195.460000,2024/02/05 13:26:16,0.354000,0.732270,0.779620,15.821280,14.900000,19
36.562300,98.360000,21700.140000,2024/02/05 13:29:43,0.351000,1.050950,1.131040,14.929380,14.900000,18
36.563290,98.360000,21700.140000,2024/02/05 13:31:08,0.354000,1.008710,1.008710,15.013460,15.000000,18
36.564270,98.350000,21700.140000,2024/02/05 13:32:33,0.354830,1.497150,1.497150,14.893140,15.166670,18
36.566180,98.350000,22257.680000,2024/02/05 13:35:18,0.170330,0.956550,0.956550,14.976660,14.900000,17
36.567180,98.340000,22257.680000,2024/02/05 13:36:44,0.296000,0.968390,1.070900,15.323320,14.900000,17
36.568160,98.350000,22257.680000,2024/02/05 13:38:09,0.301430,0.986720,0.986720,15.209760,14.900000,17
36.569620,98.350000,21978.910000,2024/02/05 13:40:15,0.185070,0.724490,0.856250,15.782430,14.953330,16
36.570600,98.340000,21978.910000,2024/02/05 13:41:40,0.347950,0.686920,0.686920,15.987540,15.000000,16
36.571590,98.350000,21978.910000,2024/02/05 13:43:05,0.350370,0.708660,0.708660,16.041740,15.273330,16
36.573610,98.330000,23415.630000,2024/02/05 13:46:00,0.333600,0.487540,0.579470,15.842050,15.253330,15
36.574590,98.340000,23415.630000,2024/02/05 13:47:25,0.340050,0.438850,0.528570,15.986480,15.400000,15
36.575580,98.340000,23415.630000,2024/02/05 13:48:50,0.342120,0.434060,0.498560,15.792520,15.400000,15
36.576890,98.340000,23329.860000,2024/02/05 13:50:43,0.388000,0.498500,0.498500,15.595820,15.400000,12
36.577880,98.350000,23329.860000,2024/02/05 13:52:09,0.388000,0.431380,0.435530,15.145290,15.400000,12
36.578870,98.350000,23329.860000,2024/02/05 13:53:34,0.388000,0.433450,0.433450,15.085300,15.400000,12
36.590510,98.340000,23115.420000,2024/02/05 14:10:20,0.359930,0.621980,0.695160,15.441840,16.076670,11
36.591500,98.340000,23115.420000,2024/02/05 14:11:46,0.365030,0.556540,0.628540,15.502880,15.796670,11
36.592500,98.350000,23115.420000,2024/02/05 14:13:12,0.366480,0.580090,0.580090,15.327100,15.700000,11
36.594590,98.350000,23694.400000,2024/02/05 14:16:13,0.254000,0.541100,0.617030,15.815700,15.500000,10
36.595580,98.350000,23694.400000,2024/02/05 14:17:38,0.306920,0.534870,0.562290,15.998390,15.500000,10
36.596570,98.340000,23694.400000,2024/02/05 14:19:04,0.309000,0.537000,0.593380,15.925810,15.500000,10
36.598020,98.330000,19684.430000,2024/02/05 14:21:09,0.331920,1.134970,1.134970,16.300630,15.583330,OC2
36.599000,98.330000,19684.430000,2024/02/05 14:22:34,0.338550,1.050800,1.050800,16.049710,15.785000,OC2
36.599990,98.340000,19684.430000,2024/02/05 14:23:59,0.342000,1.059770,1.059770,16.003570,16.000000,OC2
36.602250,98.330000,22343.450000,2024/02/05 14:27:14,0.104370,0.744660,0.744660,14.555440,15.748330,9
36.603230,98.340000,22343.450000,2024/02/05 14:28:39,0.209470,0.683140,0.784380,14.791260,15.700000,9
36.604220,98.350000,22343.450000,2024/02/05 14:30:05,0.215700,0.716660,0.851200,14.553220,15.630000,9
36.605740,98.340000,20627.950000,2024/02/05 14:32:16,0.215050,0.360560,0.381030,14.189840,15.445000,8
36.606740,98.350000,20627.950000,2024/02/05 14:33:42,0.391000,0.364460,0.365940,14.387470,15.203330,8
36.607720,98.340000,20627.950000,2024/02/05 14:35:07,0.391000,0.367670,0.434660,14.330030,15.000000,8
36.610160,98.370000,24552.150000,2024/02/05 14:38:38,0.340200,0.609110,0.609110,14.797890,14.600000,7
36.611150,98.370000,24552.150000,2024/02/05 14:40:03,0.380000,0.575250,0.575250,14.853430,14.600000,7
36.612140,98.370000,24552.150000,2024/02/05 14:41:29,0.380750,0.605120,0.648630,14.753760,14.600000,7
36.614340,98.370000,21978.910000,2024/02/05 14:44:39,0.358400,0.596460,0.818630,14.111340,14.413330,6
36.615350,98.360000,21978.910000,2024/02/05 14:46:06,0.385000,0.568790,0.592290,13.937810,14.526670,6
36.616340,98.370000,21978.910000,2024/02/05 14:47:32,0.385000,0.593460,0.593460,13.870450,14.400000,6
36.618400,98.370000,20199.080000,2024/02/05 14:50:30,0.269100,0.688350,0.731720,13.877930,14.323330,5
36.619400,98.370000,20199.080000,2024/02/05 14:51:56,0.353430,1.005570,2.133910,13.758570,14.078330,5
36.620380,98.360000,20199.080000,2024/02/05 14:53:21,0.355630,0.700510,0.769100,13.814110,14.000000,5
36.621980,98.380000,19834.540000,2024/02/05 14:55:39,0.295170,0.296930,0.325130,14.288060,13.800000,OC1
36.622960,98.360000,19834.540000,2024/02/05 14:57:04,0.326650,0.303590,0.384280,14.439390,13.800000,OC1
36.623970,98.370000,19834.540000,2024/02/05 14:58:31,0.328350,0.294700,0.380310,14.515620,13.721670,OC1
36.626080,98.350000,23630.070000,2024/02/05 15:01:33,0.281670,0.376370,0.439760,14.601890,13.783330,4
36.627060,98.350000,23630.070000,2024/02/05 15:02:58,0.341500,0.388150,0.456980,14.320940,13.800000,4
36.628060,98.350000,23630.070000,2024/02/05 15:04:24,0.343680,0.388150,0.500210,14.432620,13.800000,4
